Jan 1 2017,2275.32
Jan 1 2016,1918.60
Jan 1 2015,2028.18
Jan 1 2014,1822.36
Jan 1 2013,1480.40
Jan 1 2012,1300.58
Jan 1 2011,1282.62
Jan 1 2010,1123.58
Jan 1 2009,865.58
Jan 1 2008,1378.76
Jan 1 2007,1424.16
Jan 1 2006,1278.73
Jan 1 2005,1181.41
Jan 1 2004,1132.52
Jan 1 2003,895.84
Jan 1 2002,1140.21
Jan 1 2001,1335.63
Jan 1 2000,1425.59
Jan 1 1999,1248.77
Jan 1 1998,963.36
Jan 1 1997,766.22
Jan 1 1996,614.42
Jan 1 1995,465.25
Jan 1 1994,472.99
Jan 1 1993,435.23
Jan 1 1992,416.08
Jan 1 1991,325.49
Jan 1 1990,339.97
Jan 1 1989,285.40
Jan 1 1988,250.50
Jan 1 1987,264.50
Jan 1 1986,208.20
Jan 1 1985,171.60
Jan 1 1984,166.40
Jan 1 1983,144.30
Jan 1 1982,117.30
Jan 1 1981,133.00
Jan 1 1980,110.90
Jan 1 1979,99.71
Jan 1 1978,90.25
Jan 1 1977,103.80
Jan 1 1976,96.86
Jan 1 1975,72.56
Jan 1 1974,96.11
Jan 1 1973,118.40
Jan 1 1972,103.30
Jan 1 1971,93.49
Jan 1 1970,90.31
Jan 1 1969,102.00
Jan 1 1968,95.04
Jan 1 1967,84.45
Jan 1 1966,93.32
Jan 1 1965,86.12
Jan 1 1964,76.45
Jan 1 1963,65.06
Jan 1 1962,69.07
Jan 1 1961,59.72
Jan 1 1960,58.03
Jan 1 1959,55.62
Jan 1 1958,41.12
Jan 1 1957,45.43
Jan 1 1956,44.15
Jan 1 1955,35.60
Jan 1 1954,25.46
Jan 1 1953,26.18
Jan 1 1952,24.19
Jan 1 1951,21.21
Jan 1 1950,16.88
Jan 1 1949,15.36
Jan 1 1948,14.83
Jan 1 1947,15.21
Jan 1 1946,18.02
Jan 1 1945,13.49
Jan 1 1944,11.85
Jan 1 1943,10.09
Jan 1 1942,8.93
Jan 1 1941,10.55
Jan 1 1940,12.30
Jan 1 1939,12.50
Jan 1 1938,11.31
Jan 1 1937,17.59
Jan 1 1936,13.76
Jan 1 1935,9.26
Jan 1 1934,10.54
Jan 1 1933,7.09
Jan 1 1932,8.30
Jan 1 1931,15.98
Jan 1 1930,21.71
Jan 1 1929,24.86
Jan 1 1928,17.53
Jan 1 1927,13.40
Jan 1 1926,12.65
Jan 1 1925,10.58
Jan 1 1924,8.83
Jan 1 1923,8.90
Jan 1 1922,7.30
Jan 1 1921,7.11
Jan 1 1920,8.83
Jan 1 1919,7.85
Jan 1 1918,7.21
Jan 1 1917,9.57
Jan 1 1916,9.33
Jan 1 1915,7.48
Jan 1 1914,8.37
Jan 1 1913,9.30
Jan 1 1912,9.12
Jan 1 1911,9.27
Jan 1 1910,10.08
Jan 1 1909,9.06
Jan 1 1908,6.85
Jan 1 1907,9.56
Jan 1 1906,9.87
Jan 1 1905,8.43
Jan 1 1904,6.68
Jan 1 1903,8.46
Jan 1 1902,8.12
Jan 1 1901,7.07
Jan 1 1900,6.10
Jan 1 1899,6.08
Jan 1 1898,4.88
Jan 1 1897,4.22
Jan 1 1896,4.27
Jan 1 1895,4.25
Jan 1 1894,4.32
Jan 1 1893,5.61
Jan 1 1892,5.51
Jan 1 1891,4.84
Jan 1 1890,5.38
Jan 1 1889,5.24
Jan 1 1888,5.31
Jan 1 1887,5.58
Jan 1 1886,5.20
Jan 1 1885,4.24
Jan 1 1884,5.18
Jan 1 1883,5.81
Jan 1 1882,5.92
Jan 1 1881,6.19
Jan 1 1880,5.11
Jan 1 1879,3.58
Jan 1 1878,3.25
Jan 1 1877,3.55
Jan 1 1876,4.46
Jan 1 1875,4.54
Jan 1 1874,4.66
Jan 1 1873,5.11
Jan 1 1872,4.86
Jan 1 1871,4.44
